add_date,year,month,day,day_of_week,asset_code,asset_id,material,general_location,install_date,land_id,cluster
2013-07-24 13:42,2013,7,24,3,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,2885,2
2013-07-24 13:43,2013,7,24,3,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,2885,2
2013-07-19 10:59,2013,7,19,5,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,1261,1
2013-07-19 11:45,2013,7,19,5,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,1258,1
2013-07-22 9:27,2013,7,22,1,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,2945,2
2013-07-24 13:39,2013,7,24,3,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,2847,2
2013-07-25 11:53,2013,7,25,4,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,2867,2
2013-07-25 11:54,2013,7,25,4,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,2867,2
2013-07-29 11:06,2013,7,29,1,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,2858,2
2013-07-30 8:52,2013,7,30,2,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,2860,2
2013-07-30 8:53,2013,7,30,2,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,2860,2
2013-07-30 10:47,2013,7,30,2,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,2871,2
2013-07-30 10:48,2013,7,30,2,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,2871,2
2013-07-30 12:03,2013,7,30,2,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,2863,2
2013-08-26 11:55,2013,8,26,1,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,2365,2
2013-08-26 14:22,2013,8,26,1,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,3095,2
2013-08-26 14:23,2013,8,26,1,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,3095,2
2013-08-27 9:59,2013,8,27,2,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,3086,2
2013-08-27 10:00,2013,8,27,2,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,3086,2
2013-08-27 13:29,2013,8,27,2,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,3075,2
2013-08-27 13:30,2013,8,27,2,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,3075,2
2013-08-28 8:28,2013,8,28,3,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,2392,2
2013-08-28 13:03,2013,8,28,3,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,3231,2
2013-08-28 13:04,2013,8,28,3,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,3231,2
2013-08-28 14:27,2013,8,28,3,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,2332,2
2013-08-28 14:28,2013,8,28,3,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,2332,2
2013-08-28 14:29,2013,8,28,3,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,2332,2
2013-08-29 8:56,2013,8,29,4,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,3238,1
2013-08-29 9:31,2013,8,29,4,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,3237,1
2013-08-29 12:09,2013,8,29,4,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,3137,1
2013-08-02 11:53,2013,8,2,5,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,657,3
2013-08-08 10:23,2013,8,8,4,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,861,3
2013-08-13 10:39,2013,8,13,2,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,1086,2
2013-08-13 10:37,2013,8,13,2,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,1086,2
2013-08-19 14:29,2013,8,19,1,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,714,2
2013-08-19 14:30,2013,8,19,1,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,714,2
2013-08-20 10:31,2013,8,20,2,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,73989,2
2013-08-20 10:32,2013,8,20,2,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,73989,2
2013-08-20 10:33,2013,8,20,2,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,73989,2
2013-08-20 10:34,2013,8,20,2,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,73989,2
2013-08-20 10:35,2013,8,20,2,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,73989,2
2013-08-20 11:47,2013,8,20,2,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,73988,2
2013-08-20 11:48,2013,8,20,2,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,73988,2
2013-08-22 13:54,2013,8,22,4,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,553,2
2013-08-22 13:56,2013,8,22,4,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,553,2
2013-08-22 13:57,2013,8,22,4,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,553,2
2013-08-21 13:17,2013,8,21,3,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,495,2
2013-08-21 13:20,2013,8,21,3,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,495,2
2013-08-21 9:00,2013,8,21,3,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,3225,2
2013-08-22 9:21,2013,8,22,4,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,167,2
2013-08-22 9:22,2013,8,22,4,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,167,2
2013-08-26 13:27,2013,8,26,1,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,2109,2
2013-08-27 8:39,2013,8,27,2,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,2031,2
2013-08-27 9:44,2013,8,27,2,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,2037,2
2013-08-27 9:45,2013,8,27,2,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,2037,2
2013-08-27 9:46,2013,8,27,2,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,2037,2
2013-08-28 8:48,2013,8,28,3,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,2049,2
2013-08-28 8:50,2013,8,28,3,BBH,RPNT1014,METL,OSP,1900-01-00 0:00,2049,2
