Add Date,Year,Month,Day,DayOfWeek,Asset Code,Asset ID,Material,General Location,Install Date,Land ID
2017-08-31 16:23:00,1899,12,30,5,BBH,RPNT1014,METL,OSP,1899-12-30 00:00:00,14777
2017-10-17 13:52:00,1899,12,30,3,BBH,RPNT1014,METL,OSP,1899-12-30 00:00:00,595
2017-12-12 15:50:00,1899,12,30,3,OTHER,RPNT1137,METL,OSP,1899-12-30 00:00:00,2499
2017-12-12 15:54:00,1899,12,30,3,PYST,RPNT1000,METL,OSP,1899-12-30 00:00:00,2499
2017-12-12 15:58:00,1899,12,30,3,SWNG,RPNT1009,METL,OSP,1899-12-30 00:00:00,2499
2017-12-13 13:42:00,1899,12,30,4,BBH,RPNT1014,METL,OSP,1899-12-30 00:00:00,0
2017-12-13 16:18:00,1899,12,30,4,PYST,RPNT1000,METL,OSP,1899-12-30 00:00:00,3066
2017-12-13 18:43:00,1899,12,30,4,PYST,RPNT1000,METL,OSP,1899-12-30 00:00:00,2399
2017-12-13 18:45:00,1899,12,30,4,SWNG,RPNT1009,METL,OSP,1899-12-30 00:00:00,2399
2017-12-18 13:57:00,1899,12,30,2,PYST,RPNT1000,METL,OSP,1899-12-30 00:00:00,1187
2017-12-18 13:59:00,1899,12,30,2,SWNG,RPNT1009,METL,OSP,1899-12-30 00:00:00,1187
